res_9,Health Care Systems,Food Access Systems,Emergency Systems,Education Systems,Financial Systems,Public Transport,Green Spaces Systems,Food and beverages,Other Systems,gross_amenity_score
89194e3966fffff,,,,,,,,,1,0.1
891952d6c43ffff,,,,,,,,,1,0.1
89197279113ffff,,,,,,,,,1,0.1
89194e75d63ffff,,,,,,,,,1,0.1
89194e2a0dbffff,,,,,,,,,1,0.1
89195cc2a8bffff,,,,,,,,,1,0.1
89194ad9eb7ffff,,,,,,,,,1,0.1
891952d6eafffff,,,,,,,,,1,0.1
89182e5a3c3ffff,1,,,,,,,,,1
89195904d53ffff,1,,,,,,,,,1
89194e6999bffff,,,,1,1,,,6,1,2.7
891909aead3ffff,,,,,2,,,2,1,1.7
891909ac533ffff,,,,,3,,,4,,2.6
891909ace0bffff,1,,,,1,,,1,,1.8
89190d1746bffff,,,,,1,,,,,0.6
8919410cdb3ffff,,,,,1,,,,,0.6
89194129a43ffff,,,,,1,,,,,0.6
8919416e26fffff,,,,,2,,,,,1.2
89194205993ffff,,,,,1,,,,1,0.7
89194359cd7ffff,,1,,,1,,,,,1.5
8919484a017ffff,,,,,1,,,,,0.6
89194aaaedbffff,1,,,,1,,,1,1,1.9
89194ada843ffff,,,,,1,,2,,,2.16
891953af5abffff,1,,,,1,,,,,1.6
8919590614fffff,,,,1,1,,,1,2,1.8
891959aa2bbffff,,1,,,1,,,,,1.5
891959b80c7ffff,,1,,,1,,,1,1,1.8
89195c0eaafffff,,,,,3,,,,1,1.9
89195c26277ffff,,,,,1,,1,,1,1.48
89195c340b3ffff,3,3,,,1,,,,,6.3
89195d0994fffff,,,,,1,,,,,0.6
89195d6d6abffff,,,,,1,,,,,0.6
89197209d93ffff,,,,,1,,,,,0.6
89182c1740bffff,1,1,,,1,,,2,,2.9
891909ac473ffff,1,2,,,3,,,10,1,6.7
89194038a6bffff,,,,,4,,,1,,2.6
89194ad8e27ffff,1,1,,,1,,,,,2.5
89194ada2c3ffff,2,1,,,1,,,7,1,5
8919590d473ffff,,2,,,2,,,1,1,3.3
891959c1b3bffff,,,,,1,,,,,0.6
89195c05943ffff,,3,,,2,,1,3,3,5.58
89195da6807ffff,,7,,,2,,,4,1,8.4
89182c1741bffff,1,2,,,,,,12,,5.2
89194ad2d53ffff,,1,,,,,,5,,1.9
89194ad30c7ffff,,3,,,,,,9,2,4.7
89194ad362fffff,,,,,,,,2,1,0.5
89194ada56fffff,,1,,,,,,3,,1.5
89194e76babffff,,,,,,,,1,,0.2
8919580008bffff,,,,,,,,1,,0.2
8919586b4a3ffff,,6,,1,,,,25,2,11.4
8919588c047ffff,,1,,,,,,12,,3.3
891958c0187ffff,,,,,,,,1,,0.2
89195b706d3ffff,2,3,,,,,,13,1,7.4
89195bd72b7ffff,,,,,,,,2,,0.4
89195c05bb3ffff,,,,,1,,,3,1,1.3
89195cb664bffff,,,,,,,,7,,1.4
89195da4997ffff,,2,,1,,,,12,,5
89195da49cbffff,3,2,,,,,,8,,6.4
891870d938fffff,,,,,,,1,,3,1.08
89195c8e977ffff,,,,,,,1,,,0.78
89195da6c67ffff,1,1,,,,,2,3,,4.06
891909ae8c7ffff,,,,,,,,,1,0.1
89195107363ffff,,,,,,,,,1,0.1
8919436095bffff,,,,,,,,,1,0.1
8919484291bffff,,,,,,,,,1,0.1
89194ad9d43ffff,,,,,,,,3,1,0.7
891828ba37bffff,1,,,,,,,2,1,1.5
89182a31653ffff,1,1,,,,,,1,,2.1
89182c1746fffff,1,1,,,,,,1,1,2.2
89182c174bbffff,,,,,,,,5,,1
89187439cbbffff,1,,,,,,,5,1,2.1
89187461a43ffff,,,,,,,,1,,0.2
891909ac10fffff,,,,,,,,1,,0.2
891909ac43bffff,,2,,,,,,6,,3
89194135693ffff,,,,,,,,1,1,0.3
89194209663ffff,,,,,,,,2,,0.4
8919422f313ffff,,,,,,,,2,,0.4
8919427653bffff,,,,,,,,1,,0.2
89194298503ffff,,,,,,,,1,,0.2
891942c585bffff,1,1,,,,,,2,1,2.4
891942c6b37ffff,,,,,,,,1,,0.2
891942ce14bffff,,,,,,,,1,,0.2
891942cebc7ffff,1,1,,,,,,1,7,2.8
89194326993ffff,,,,,,,,1,,0.2
89194349353ffff,,,,,,,,1,,0.2
891943d05b7ffff,,1,,,,,,1,,1.1
89194856e4bffff,,,,,,,,2,,0.4
89194a58807ffff,,,,,,,,1,,0.2
89194a7200bffff,,,,,,,,1,1,0.3
89194a90083ffff,,,,,,,,1,,0.2
89194ad161bffff,1,,,,,,,5,1,2.1
89194ad2617ffff,,,,,,,,1,,0.2
89194ad326fffff,,,,,,1,,4,,1.55
89194ad34a7ffff,,,,,,,,2,,0.4
89194ad75b3ffff,,1,,,,,,1,,1.1
89194ad90c3ffff,,1,,,,,,2,,1.3
89194ad99bbffff,2,1,,,,,,2,,3.3
89194e24197ffff,,,,,,,,1,,0.2
89194e8c8abffff,,,,,,,,1,,0.2
89194ed866bffff,,,,,,,,2,3,0.7
89195185ed3ffff,,1,,,,,,1,2,1.3
891951890cfffff,1,1,,,,,,3,1,2.6
891951b4817ffff,,,,,,,,1,,0.2
891951b860fffff,1,,,,,,,1,,1.2
891955ae873ffff,,,,,,,,1,,0.2
891955d8ec7ffff,,,,,,,,1,,0.2
8919581896bffff,,,,,,,,1,,0.2
89195822c7bffff,,,,,,,,1,,0.2
891958390c7ffff,,1,,,,,,1,,1.1
89195879b43ffff,1,2,,,,,,1,,3
8919587a29bffff,,,,,,,,1,,0.2
891958b9acbffff,1,1,,,,,,2,1,2.4
891958c93cbffff,1,1,,,,,,4,,2.7
8919590cc33ffff,1,,,,,,,1,,1.2
89195988b9bffff,1,,,,,,,4,,1.8
89195ab666fffff,,,,,,,,1,1,0.3
89195ab68bbffff,,,,,,,,1,,0.2
89195ac5d4bffff,,,,,,,,1,,0.2
89195b02193ffff,1,,,,,,,1,1,1.3
89195b4a8afffff,,,,,,,,1,,0.2
89195b721d3ffff,,,,,,,,1,,0.2
89195b7a9bbffff,,1,,,,,,7,1,2.4
89195c00e8bffff,,,,,,,,1,,0.2
89195c0429bffff,,,,,,,,1,,0.2
89195c04397ffff,,,,,,,,1,,0.2
89195c05947ffff,,2,,,,,,5,1,2.9
89195c353dbffff,,,,,,,,1,,0.2
89195c36c57ffff,,,,,,,,1,,0.2
89195c58eabffff,,,,,,,,1,,0.2
89195c62eafffff,,,,,,,,1,,0.2
89195cb7507ffff,,,,,,,,1,,0.2
89195cc76c7ffff,2,,,,,,,1,,2.2
89195d88e83ffff,,,,,,,,1,,0.2
89195da31bbffff,,,,,,,,1,1,0.3
89195da4d77ffff,,,,,,,,2,,0.4
89195da55bbffff,,,,,,,,1,,0.2
89195dad867ffff,,,,,,,,1,,0.2
89195dc4e73ffff,,,,,,,,1,,0.2
89195e976cbffff,,,,,,,,1,,0.2
8919723964bffff,,,,,,,,3,,0.6
891972754b3ffff,,,,,,,,1,1,0.3
891973224abffff,,,,,,,,1,,0.2
89182e6c4c7ffff,3,,,,,,,,2,3.2
89194664ab3ffff,,,,,,,,,1,0.1
89195c4f683ffff,,1,,,,,,1,2,1.3
89187468a23ffff,,,,,,,,,1,0.1
89190ea59c3ffff,,,,,,,,,1,0.1
89194ad0dabffff,,,,,,,,,1,0.1
89194ad6b57ffff,,,,,,,,,1,0.1
89195586b47ffff,,,,,,,,,1,0.1
89195d85353ffff,,,,,,,,,1,0.1
89197261393ffff,,,,,,,,,1,0.1
89197270d5bffff,,,,,,,,,3,0.3
89182a33663ffff,,,,,,,,,1,0.1
89194e8650bffff,,,,,,,,,1,0.1
891828876afffff,1,,,,,,,,,1
89195cb66abffff,1,,,,,,,,1,1.1
89195cbb503ffff,,,,,,,,,1,0.1
89194a04d07ffff,1,,,,,,,,,1
89194a7a56fffff,1,,,,,,,,,1
89194a881afffff,1,1,,,,,,,,1.9
89194ad321bffff,2,1,,,,,,,,2.9
891951809bbffff,2,,,,,,,,1,2.1
891955d8177ffff,1,,,,,,,,,1
89195ab6d2fffff,1,,,,,,,,,1
89195d90b7bffff,1,,,,,,,2,,1.4
89195da48c3ffff,2,,,,,,,,,2
89195da4a1bffff,2,,,,,,,,,2
8919732061bffff,1,,,,,,,,1,1.1
891801a8493ffff,2,,,,,,,,1,2.1
891828b8587ffff,1,,,,,,,,,1
891909af3a3ffff,1,,,1,,,,,1,1.9
89195d44573ffff,1,,,,,,,,,1
891972386afffff,2,,,,,,,,,2
89197276123ffff,1,,,,,,,,,1
89194a04d33ffff,,,,,,,,1,1,0.3
891825b111bffff,,1,,,,,,,,0.9
8918280ac0fffff,,5,,,,,,5,1,5.6
89182a3a0b3ffff,,1,,,,,,,,0.9
89182c12d97ffff,1,1,,,,,,1,,2.1
89182c16e17ffff,,1,,,,,,,,0.9
89182c256c7ffff,,2,,,,,,,,1.8
89182c9b257ffff,,1,,,,,,,,0.9
891909aeeb7ffff,,2,,,,,,1,,2
8919402f497ffff,,1,,,,,,,1,1
891948cc89bffff,,1,,,,,,,,0.9
89194a931d3ffff,,1,,,,,,3,,1.5
89194ad2c07ffff,,2,,,,,,,,1.8
89194ad3547ffff,,1,,,,,,,,0.9
89194ad8d7bffff,,1,,,,,,,,0.9
89194ada97bffff,,1,,,,,,,,0.9
89194e38a63ffff,,2,,,,,,,,1.8
89194e69abbffff,,1,,,,,,,,0.9
89194e871bbffff,,1,,,,,,,,0.9
89195104047ffff,,1,,,,,,,,0.9
891951b29a3ffff,,1,,,,,,,,0.9
891951bab87ffff,,1,,,,,,,,0.9
891951bb6abffff,,1,,,,,,,,0.9
8919529a427ffff,,2,,,,,,,,1.8
891954d1e43ffff,,1,,,,,,,,0.9
8919550d6cfffff,,1,,,,,,,,0.9
891955640c7ffff,,1,,,,,,,1,1
89195564623ffff,,1,,,,,,,,0.9
8919580f293ffff,,1,,,,,,,1,1
8919591560fffff,,3,,,,,,,,2.7
891959322a3ffff,1,1,,,,,,1,1,2.2
891959ab62bffff,,1,,,,,,,,0.9
891959b9967ffff,,1,,,,,,2,,1.3
891959b99a3ffff,,1,,,,,,,,0.9
89195b614a7ffff,1,1,,,,,,,1,2
89195c04257ffff,,1,,,,,,,,0.9
89195c3aacfffff,1,1,,,,,,2,,2.3
89195c5450fffff,,1,,,,,,,,0.9
89195c95a63ffff,,1,,,,,,,,0.9
89195ccb2a3ffff,1,2,,,,,,,,2.8
89195d6ec5bffff,,1,,,,,,1,,1.1
89195d90a37ffff,,1,,,,,,,,0.9
89195da6077ffff,,1,,,,,,,1,1
89195daee03ffff,,1,,,,,,,,0.9
89195dba013ffff,,1,,,,,,,,0.9
89195dd60d7ffff,,1,,,,,,,1,1
8919724f247ffff,1,2,,,,,,,1,2.9
89197335387ffff,,2,,,,,,,,1.8
891973adb33ffff,,1,,,,,,,1,1
89182a90b8fffff,,,,,,,,,1,0.1
8919090ee4bffff,,,,,,,,,1,0.1
891909a89b7ffff,,,,,,,,,1,0.1
891909ac427ffff,,,,,,,,2,2,0.6
89194075c43ffff,,,,,,,,,1,0.1
89194214913ffff,,,,,,,,,1,0.1
8919424c1b3ffff,,,,,,,,,1,0.1
89194e6a9bbffff,,,,,,,,,1,0.1
89194ed8d77ffff,,,,,,,,,1,0.1
8919513a4dbffff,,,,,,,,,1,0.1
8919526158fffff,,,,,,,,,2,0.2
89195a88b67ffff,,,,,,,,,1,0.1
891942083a3ffff,,,,,,,,,1,0.1
89194ad26afffff,,,,,,,,,1,0.1
89182e563d7ffff,,,,1,,,,,,0.8
8919436cb0bffff,,,,1,,,,,,0.8
8919768eb0bffff,1,,,1,,,,,,1.8
8919557368bffff,,1,,,,,,,,0.9
89195902587ffff,,1,,,,,,,,0.9
891874a1153ffff,,,,,,,,,1,0.1
891958b1b53ffff,,,,,,,,1,1,0.3
89195da51b3ffff,,,,,,,,,1,0.1
891870d1483ffff,,,,,,,1,,,0.78
89194e809bbffff,,,,,,,1,,,0.78
89194a7a007ffff,1,,,,,,,,,1
89194ac1653ffff,1,,,,,,,,1,1.1
89195188327ffff,2,,,,,,,,1,2.1
891951b5c97ffff,1,,,,,,,,,1
891958980d7ffff,1,,,,,,,,1,1.1
8919599006bffff,1,,,,,,,,,1
891959aa693ffff,1,,,,,,,1,1,1.3
891959cb0d7ffff,1,,,,,,,,,1
89195b6b6cbffff,1,,,,,,,,1,1.1
89195b7a977ffff,1,,,,,,,,1,1.1
89195c3b193ffff,1,,,,,,,,,1
89195cc0e93ffff,1,,,,,,,,,1
8919427659bffff,,,,,,,,,1,0.1
89195da4a23ffff,,,,,,,,,1,0.1
891874ac3b3ffff,,,1,,,,,,,0.7
891959034bbffff,,,,,,,,,1,0.1
891805b4ec3ffff,,,,,,,,,1,0.1
89182e6c5d3ffff,,,,,,,,,1,0.1
89182526b73ffff,,,,,,,,,1,0.1
891825ada93ffff,,,,,,,,,1,0.1
89182996c73ffff,,,,,,,,1,2,0.4
891870d0827ffff,,,,,,,,,1,0.1
8918748e237ffff,,,,,,,,,1,0.1
891901a1c53ffff,,,,,,,,,1,0.1
89190a85683ffff,,,,,,,,,1,0.1
89190c64467ffff,,,,,,,,,1,0.1
89190d023d3ffff,,,,,,,,,1,0.1
89192aa0b73ffff,,,,,,,,,1,0.1
8919410620bffff,,,,,,,,,1,0.1
89194135463ffff,,,,,,,,,1,0.1
89194201e4bffff,,,,,,,,,1,0.1
891942820afffff,,,,,,,,,1,0.1
8919429ac87ffff,,,,,,,,,1,0.1
891942b23d3ffff,,,,,,,,,1,0.1
891942cc8d3ffff,,,,,,,,,1,0.1
891948c1c2fffff,,,,,,,,,1,0.1
89194a14b9bffff,,,,,,,,,1,0.1
89194a1a68bffff,,,,,,,,,1,0.1
89194a7a10bffff,,,,,,,,,1,0.1
89194ad7197ffff,,,,,,,,,1,0.1
89194c4b373ffff,,,,,,,,,1,0.1
89194e6a3c7ffff,,,,,,,,,1,0.1
89194e6db77ffff,,,,,,,,,1,0.1
89194e87053ffff,,,,,,,,,1,0.1
89194e8cdcbffff,,,,,,,,,1,0.1
8919510db57ffff,,,,,,,,,1,0.1
8919511431bffff,,,,,,,,,1,0.1
8919511756fffff,,,,,,,,,2,0.2
89195252053ffff,,,,,,,,,1,0.1
891952cc1dbffff,,,,,,,,,1,0.1
891952d2a13ffff,,,,,,,,,1,0.1
8919547ac03ffff,,,,,,,,,1,0.1
891954a01a3ffff,,,,,,,,,1,0.1
891954a5477ffff,,,,,,,,,1,0.1
8919550d067ffff,,,,,,,,,1,0.1
8919554956fffff,,,,,,,,,1,0.1
8919554c24fffff,,,,,,,,,1,0.1
89195660113ffff,,,,,,,,,1,0.1
891956642cbffff,,,,,,,,,1,0.1
89195877587ffff,,,,,,,,,1,0.1
891958ccdbbffff,,,,,,,,,1,0.1
8919591212bffff,,,,,,,,,1,0.1
89195b6f313ffff,,,,,,,,1,2,0.4
89195c0180fffff,,,,,,,,,1,0.1
89195c02a97ffff,,,,,,,,,1,0.1
89195c05e9bffff,,,,,,,,,1,0.1
89195c0dd73ffff,,,,,,,,,1,0.1
89195c0f17bffff,,,,,,,,,1,0.1
89195c3156bffff,,,,,,,,,1,0.1
89195c3b36bffff,,,,,,,,,1,0.1
89195caabd7ffff,,,,,,,,,1,0.1
89195cac697ffff,,,,,,,,,1,0.1
89195d3700fffff,,,,,,,,,1,0.1
89195d704d3ffff,,,,,,,,,1,0.1
89195dcb067ffff,,,,,,,,,1,0.1
89195e61303ffff,,,,,,,,,1,0.1
89197316d37ffff,,,,,,,,,1,0.1
89197320b4bffff,,,,,,,,,1,0.1
8919732464fffff,,,,,,,,,1,0.1
89197336637ffff,,,,,,,,,1,0.1
891942cabd3ffff,,,,,,,,1,,0.2
891948cd39bffff,,,,,,,,1,,0.2
89194a89a7bffff,,,,,,,,1,,0.2
89194a9624bffff,,,,,,,,1,,0.2
89194ad223bffff,,,,,,,,1,,0.2
89194ec9b17ffff,,,,,,,,1,,0.2
891951aa987ffff,,,,,,,,1,,0.2
8919584414bffff,,,,,,,,1,,0.2
89195879a77ffff,,,,,,,,1,,0.2
891958933d3ffff,,,,,,,,1,,0.2
891958ba913ffff,,,,,,,,2,,0.4
891959b40cbffff,,,,,,,,1,1,0.3
89195a8521bffff,,,,,,,,1,,0.2
89195b80ea3ffff,,,,,,,,2,,0.4
89195c4a9d3ffff,,,,,,,,2,,0.4
89195c82aa3ffff,,,,,,,,1,,0.2
89195cbac93ffff,,,,,,,,1,,0.2
89195d7141bffff,,,,,,,,1,,0.2
89195da4b9bffff,,,,,,,,2,,0.4
89195db5973ffff,,,,,,,,1,,0.2
89195e7166fffff,,,,,,,,1,,0.2
8919720cbc7ffff,,,,,,,,1,,0.2
89182c8c057ffff,,,,,,,,,1,0.1
89195c0ea33ffff,,,,,,,,,1,0.1
89195d24e37ffff,,,,,,,,,1,0.1
89195da6a87ffff,,,,,,,,,2,0.2
89195da6e27ffff,,,,,,,,,3,0.3
89197334463ffff,,,,,,,,,1,0.1
891805baa67ffff,,,,,,,,1,,0.2
89182a3a013ffff,,,,,,,,1,,0.2
8918746c0abffff,,,,,,,,1,,0.2
89190120907ffff,,,,,,,,1,,0.2
8919099988bffff,,,,,,,,1,1,0.3
891909ac47bffff,,,,,,,,3,,0.6
89192c60a0fffff,,,,,,,,1,,0.2
8919420a8dbffff,,,,,,,,1,,0.2
8919484a6afffff,,,,,,,,1,,0.2
89194ad166bffff,,,,,,,,1,,0.2
89194ad3027ffff,,,,,,,,1,,0.2
89194e68a13ffff,,,,,,,,1,,0.2
891951b55a7ffff,,,,,,,,1,,0.2
891955b72dbffff,,,,,,,,1,,0.2
89195830cb7ffff,,,,,,,,2,,0.4
891958c2b43ffff,,,,,,,,1,,0.2
8919591408fffff,,,,,,,,1,,0.2
89195ab65b3ffff,,,,,,,,1,,0.2
89195da6a17ffff,,,,,,,,1,,0.2
89195da6a77ffff,,,,,,,,1,,0.2
8919720cb67ffff,,,,,,,,1,,0.2
89197224813ffff,,,,,,,,1,,0.2
891943b2927ffff,,,,,,,,,1,0.1
8919512346fffff,,,,1,,,,,,0.8
8919519ae17ffff,,,,,,,,,1,0.1
89195915c13ffff,,,,,,,,,1,0.1
89194ad2c2fffff,,,,,,,,,1,0.1
8919590633bffff,,,,,,,,,1,0.1
89194e6d0cfffff,,,,,,1,,,,0.75
891870d2c93ffff,,,,,,,,,1,0.1
89195b6f3b3ffff,,,,,,,,,1,0.1
89197243473ffff,,,,,,,,,1,0.1
891943c8107ffff,,,,,,,,,1,0.1
8919465608fffff,,,,,,,,,1,0.1
89195492a33ffff,,,,,,,,,1,0.1
8919584ced3ffff,,,,,,,,,1,0.1
89195d820abffff,,,,,,,,,1,0.1
89195e466c7ffff,,,,,,,,,1,0.1
89197277023ffff,,,,,,,,,1,0.1
89195b125afffff,1,,,,,,,,,1
891958726abffff,,,,,,,,,1,0.1
8919720cb9bffff,1,1,,,,,,2,3,2.6
8919722487bffff,,,,,,,,,1,0.1
891909ac51bffff,,2,,,,,,4,1,2.7
8919465a433ffff,,,,,2,,,,1,1.3
89194acb523ffff,,,,,1,,,,,0.6
89194ad032bffff,,,,,1,,,2,,1
89194ad20abffff,1,,,,1,,,,,1.6
89194adabc7ffff,,,,,1,,1,2,,1.78
89194e65d27ffff,,,,,1,,,,,0.6
89194e8009bffff,,,,,1,,,,1,0.7
891951054dbffff,,,,,2,,,,,1.2
89195910d23ffff,,1,,,1,,,,,1.5
891959129b3ffff,,,,,2,,,,1,1.3
89195914017ffff,,,,,1,,,,1,0.7
89195932233ffff,,,,,1,,,,1,0.7
891959b8e67ffff,,,,,1,,,,,0.6
891959b9e2fffff,,2,,,1,,,,,2.4
89195c340bbffff,4,3,,,2,,,6,5,9.6
89195c915abffff,,,,,1,,,1,1,0.9
89195d88517ffff,,,,,1,,,,1,0.7
891972152bbffff,,,,1,1,,,,,1.4
8919724e177ffff,,,,,1,,,,,0.6
8919726016fffff,,,,,1,,,,,0.6
8919728b12bffff,1,4,,,1,,,23,2,10
89182aad6afffff,,,,,1,,,1,,0.8
89182c17503ffff,2,,,,1,,,,,2.6
89182e505c3ffff,1,,,,1,,,,,1.6
8919013588bffff,1,,,1,1,,,2,1,2.9
89194358ed7ffff,1,1,,,1,,,5,,3.5
8919435990bffff,1,1,,,1,,,,1,2.6
89194ad1647ffff,,3,,,1,,,,1,3.4
89194e75d0fffff,2,1,,,8,,,6,1,9
891951b6e2fffff,,,,,1,,,,,0.6
89195632abbffff,1,,,,3,,,1,2,3.2
89195855037ffff,,,1,,2,,,5,1,3
89195c1a3c3ffff,,1,,,1,,,2,,1.9
8919720cba3ffff,1,2,,,2,,,3,,4.6
891942550abffff,,,,,,1,,3,,1.35
891943269cfffff,,,,1,,,,3,,1.4
891946cb0cfffff,,,,,,,,1,,0.2
89194e2a613ffff,1,,,,,,,1,,1.2
89195123463ffff,,2,,1,,,,3,,3.2
891955673dbffff,,,,,,,,1,1,0.3
89195da498fffff,,,,,,,,19,1,3.9
891972152abffff,,,,,,,,1,1,0.3
8919728b133ffff,,,,,,,,2,,0.4
89194358073ffff,,,,,,,1,1,2,1.18
89195b78263ffff,,,,,,,1,,1,0.88
891952d6c63ffff,,,,,,,,,1,0.1
891909ac0d7ffff,,,,1,,,,1,1,1.1
89192b6c133ffff,,,,,,,,,1,0.1
89180c9348bffff,,,,,,,,1,,0.2
891821ac143ffff,1,,,,,,,1,,1.2
89182302907ffff,,,,,,,,1,,0.2
891823029abffff,2,,,,,,,2,,2.4
89182a7495bffff,1,,,,,,,1,1,1.3
89182c0202bffff,,,,,,,,1,,0.2
89182c1334bffff,3,1,,1,,,,1,,4.9
89182c14543ffff,,,,,,,,1,1,0.3
89182c1709bffff,2,,,,,,,1,,2.2
89182c174cfffff,,,,,,,,1,,0.2
89182c17583ffff,,1,,,,,,1,,1.1
89182e05ca7ffff,1,,,,,,,1,,1.2
89182e14113ffff,,1,,,,,,1,,1.1
89182e6c453ffff,,1,,,,,,5,2,2.1
89182e6e067ffff,,,,,,,,1,,0.2
89190881ecbffff,,,,,,,,1,1,0.3
89190c7804fffff,,,,,,,,1,,0.2
89194125e33ffff,,,,,,,,1,,0.2
89194278593ffff,,2,,,,,,2,,2.2
891942b9c6bffff,,,,,,,,1,,0.2
891942c4c47ffff,,,,,,,,1,,0.2
891942c5dabffff,,,,,,,,1,,0.2
891942c92b3ffff,,,,1,,,,4,,1.6
8919434b413ffff,,,,,,,,1,,0.2
8919465a543ffff,,,,,,,,1,,0.2
89194a0d10bffff,,,,,,,,1,1,0.3
89194aa10bbffff,,,,,,,,3,,0.6
89194ab0143ffff,,,,,,,,1,,0.2
89194ac2327ffff,,1,,,,,,2,,1.3
89194ad22c7ffff,,,,,,,,1,,0.2
89194ad2557ffff,3,,,,,,,2,,3.4
89194ad3433ffff,1,2,,,,,,2,,3.2
89194ada3b7ffff,,,,,,,,2,,0.4
89194ada47bffff,1,1,,,,,,1,,2.1
89194e0a9a3ffff,,,,,,,,1,,0.2
89194e6527bffff,,,,,,,,1,1,0.3
89194e69bafffff,,,,,,,,1,,0.2
89194ec9a1bffff,,,,,,,,6,,1.2
89194ec9a5bffff,,,,,,,,1,,0.2
89194ed6a4bffff,,3,,,,,,5,4,4.1
8919510559bffff,,,,,,,,2,,0.4
8919512343bffff,,2,,,,,,4,,2.6
89195169babffff,1,,,,,,,2,,1.4
891951a2357ffff,,,,,,,,1,,0.2
891952d683bffff,,,,,,,,1,,0.2
891952d6bd7ffff,,,,,,,,1,,0.2
891955475c3ffff,,,,,,,,1,,0.2
8919557539bffff,,,,,,,,1,,0.2
891955765a7ffff,,2,,,,,,2,,2.2
89195820097ffff,,,,,,,,1,,0.2
89195876c87ffff,,,,,,,,1,,0.2
891958a2117ffff,,,,,,,,3,1,0.7
891959025c7ffff,,,,,,,,1,1,0.3
8919590358fffff,,1,,,,,,1,1,1.2
8919593237bffff,,,,,,,,1,,0.2
89195a8705bffff,,,,,,,,1,,0.2
89195b18947ffff,,2,,,,,,3,,2.4
89195b46b1bffff,,,,1,,,,1,1,1.1
89195b8f533ffff,,,,,,,,1,,0.2
89195bcb4dbffff,,,,,,,,1,,0.2
89195bd425bffff,,,,,,,,1,,0.2
89195c05867ffff,,,,,,,,1,,0.2
89195c05ba7ffff,,,,,,,,2,,0.4
89195c0f6abffff,1,,,,,,,1,,1.2
89195c2b047ffff,,,,,,,,1,,0.2
89195c341dbffff,2,,,,,,,2,,2.4
89195d09b27ffff,,,,,,,,1,,0.2
89195d26067ffff,,,,,,,,1,,0.2
89195d2e143ffff,,2,,,,,,3,1,2.5
89195d3094fffff,,,,,,,,1,,0.2
89195d34973ffff,,,,,,,,1,,0.2
89195d3603bffff,,,,,,,,1,,0.2
89195d65153ffff,,,,,,,,2,1,0.5
89195d770d7ffff,,,,,,,,1,,0.2
89195d8dd23ffff,,,,,,,,1,,0.2
89195da5993ffff,1,,,,,,,5,1,2.1
89195da6a2fffff,,1,,,,,,1,,1.1
89195da8a77ffff,,,,,,,,1,,0.2
8919727318fffff,,,,,,,,1,,0.2
89197276037ffff,,,,,,,,1,,0.2
89197276053ffff,1,,,,,,,1,1,1.3
8919728b123ffff,,,,,,,,2,,0.4
891972cc503ffff,,,,,,,,1,,0.2
891972cc563ffff,,,,,,,,1,,0.2
89197336e47ffff,,,,,,,,1,,0.2
891976b9617ffff,,1,,,,,,1,,1.1
89190dd2027ffff,,,,,,,,,1,0.1
89195860833ffff,,,,,,,,,1,0.1
8919720c93bffff,,,,,,,,,1,0.1
8919588546fffff,,,,,,,,,1,0.1
891942ce87bffff,,,,,,,,1,1,0.3
8919465a4abffff,,,,,,,1,,1,0.88
89194adb473ffff,,,,,,,,,1,0.1
89195501537ffff,,,,,,,,,1,0.1
8919586b58fffff,,,,,,,,,2,0.2
89195c03117ffff,,,,,,,,,1,0.1
89197276907ffff,,,,,,,,,1,0.1
89194326da7ffff,,,,,,,,,1,0.1
8919434a247ffff,,,,,,,,,1,0.1
89195971557ffff,,,,,,,,,1,0.1
89194e6cb4bffff,1,,,,,,,,,1
8919510716fffff,1,,,,,,,,,1
89182c8dc43ffff,,,,,,,,,1,0.1
89195915433ffff,,,,,,,,,2,0.2
89195c34157ffff,,,,,,,,,1,0.1
891941000b3ffff,1,1,,,,,,,,1.9
8919424c24fffff,1,,,,,,,,,1
89195879c43ffff,1,,,,,,,,,1
89195da4acbffff,1,,,,,,,,,1
89182e17443ffff,1,,,,,,,,,1
89195c45267ffff,1,,,,,,,,,1
89195d2496bffff,,,,,,,,,1,0.1
891805b4383ffff,,1,,,,,,,,0.9
89182c140b3ffff,,1,,,,,,,,0.9
89182e3168fffff,,2,,,,,,,2,2
89182e86dd7ffff,1,1,,,,,,1,,2.1
89187468d77ffff,,1,,,,,,,,0.9
8919428e6afffff,,1,,,,,,,,0.9
891943329b7ffff,,1,,,,,,,1,1
8919434929bffff,,1,,,,,,,,0.9
8919434cb7bffff,1,1,,,,,,,,1.9
891943608a7ffff,,1,,,,,,,,0.9
891948c1137ffff,,1,,,,,,,,0.9
89194a1b6b7ffff,,1,,,,,,,,0.9
89194ac2227ffff,,2,,,,,,,1,1.9
89194acc903ffff,,1,,,,,,,,0.9
89194e2a43bffff,,2,,,,,,,,1.8
89194e52acbffff,,1,,,,,,,,0.9
89195170157ffff,,1,,,,,,,,0.9
891958163cfffff,,1,,,,,,,,0.9
89195880103ffff,,2,,,,,,,,1.8
891958c23a7ffff,,1,,,,,,,,0.9
8919590268fffff,,1,,,,,,,,0.9
8919591545bffff,1,1,,,,,,,,1.9
8919594486bffff,,1,,,,,,,,0.9
891959ab083ffff,,1,,,,,,,1,1
89195b46ea3ffff,,3,,,,,,,,2.7
89195c87507ffff,,1,,,,,,,,0.9
89195ca016fffff,,1,,,,,,,,0.9
